step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
786,5835088,6288,0.09094953516026803,0.75,0.75,,,,,,,,,
787,5844312,6296,0.13049228203970958,0.875,0.875,,,,,,,,,
788,5849888,6304,0.09725275915724202,0.75,0.75,,,,,,,,,
789,5857448,6312,0.09297866098680042,0.5,0.5,,,,,,,,,
790,5863792,6320,0.13589411062295556,0.875,0.875,,,,,,,,,
791,5869432,6328,0.08266497180921892,0.875,0.875,,,,,,,,,
792,5880192,6336,0.13432623491254594,0.75,0.75,,,,,,,,,
793,5887496,6344,0.12004255408846123,1.0,1.0,,,,,,,,,
794,5894032,6352,0.09661220376427332,0.625,0.625,,,,,,,,,
795,5901976,6360,0.10935462919281409,0.875,0.875,,,,,,,,,
796,5909600,6368,0.09793997695301966,0.75,0.75,,,,,,,,,
797,5920168,6376,0.0854425394203758,0.75,0.75,,,,,,,,,
798,5930608,6384,0.08402382172871642,0.875,0.875,,,,,,,,,
799,5938360,6392,0.11766732027822535,0.75,0.75,,,,,,,,,
800,5945408,6400,0.08686234969926493,0.875,0.875,,,,,,,,,
801,5954824,6408,0.08073155335111602,0.875,0.875,,,,,,,,,
802,5960912,6416,0.11922901604532425,0.625,0.625,,,,,,,,,
803,5971480,6424,0.08499990442668078,0.75,0.75,,,,,,,,,
804,5978720,6432,0.14595436114500188,0.75,0.75,,,,,,,,,
805,5992360,6440,0.09702645274819698,1.0,1.0,,,,,,,,,
806,5997424,6448,0.1297756899944683,1.0,1.0,,,,,,,,,
807,6001848,6456,0.1065350162838676,1.0,1.0,,,,,,,,,
808,6009984,6464,0.10095755714283476,0.875,0.875,0.12037738519377077,1.0,1.0,,,,,,
809,6019400,6472,0.09423466194296842,0.875,0.875,,,,,,,,,
810,6023696,6480,0.12689036842273702,0.625,0.625,,,,,,,,,
811,6028504,6488,0.11375496696067397,0.625,0.625,,,,,,,,,
812,6036384,6496,0.1139586542938959,1.0,1.0,,,,,,,,,
813,6044904,6504,0.11287280163584885,0.75,0.75,,,,,,,,,
814,6053744,6512,0.12283602166141154,0.75,0.75,,,,,,,,,
815,6069304,6520,0.08557165067150732,0.875,0.875,,,,,,,,,
816,6075328,6528,0.11273831555855911,0.75,0.75,,,,,,,,,
817,6083656,6536,0.09259950126854756,1.0,1.0,,,,,,,,,
818,6091088,6544,0.11765017459579227,0.75,0.75,,,,,,,,,
819,6096664,6552,0.13384278274171116,0.875,0.875,,,,,,,,,
820,6101600,6560,0.09229496555164626,0.875,0.875,,,,,,,,,
821,6108520,6568,0.10526290227347418,0.75,0.75,,,,,,,,,
822,6114032,6576,0.11990476366998755,0.875,0.875,,,,,,,,,
823,6124728,6584,0.087460412736315,0.75,0.75,,,,,,,,,
824,6134144,6592,0.08604384488764835,0.625,0.625,,,,,,,,,
825,6142088,6600,0.14423891059537652,1.0,1.0,,,,,,,,,
826,6152272,6608,0.09900689280139877,1.0,1.0,,,,,,,,,
827,6158680,6616,0.12054026816415445,0.75,0.75,,,,,,,,,
828,6162784,6624,0.12975717118697327,0.75,0.75,,,,,,,,,
829,6169192,6632,0.0691354119828471,1.0,1.0,,,,,,,,,
830,6174256,6640,0.14553022271913696,0.75,0.75,,,,,,,,,
831,6181432,6648,0.11810033250027757,0.625,0.625,,,,,,,,,
832,6188800,6656,0.08602720864584958,0.875,0.875,,,,,,,,,
833,6199880,6664,0.12098633100071624,0.75,0.75,,,,,,,,,
834,6207824,6672,0.1285036281347665,0.75,0.75,,,,,,,,,
835,6213016,6680,0.09965603886263755,0.75,0.75,,,,,,,,,
836,6222240,6688,0.09906589623473103,0.625,0.625,,,,,,,,,
837,6228392,6696,0.09230561609470644,0.625,0.625,,,,,,,,,
838,6234736,6704,0.09485317628419476,1.0,1.0,,,,,,,,,
839,6245048,6712,0.11050124404541711,0.875,0.875,,,,,,,,,
840,6250752,6720,0.14023446017282812,0.875,0.875,,,,,,,,,
841,6254152,6728,0.13035954123098464,0.75,0.75,,,,,,,,,
842,6262032,6736,0.1807589703139456,0.875,0.875,,,,,,,,,
843,6269272,6744,0.13187445446123125,0.75,0.75,,,,,,,,,
844,6276192,6752,0.08651285336541702,1.0,1.0,,,,,,,,,
845,6284136,6760,0.14670841110129137,1.0,1.0,,,,,,,,,
846,6292912,6768,0.08655266089972051,0.75,0.75,,,,,,,,,
847,6300536,6776,0.10121430824366208,0.75,0.75,,,,,,,,,
848,6315456,6784,0.060481324035128424,0.625,0.625,,,,,,,,,
849,6320776,6792,0.14743982378307027,0.875,0.875,,,,,,,,,
850,6324752,6800,0.1293230794077651,0.875,0.875,,,,,,,,,
851,6332440,6808,0.1087359054327466,1.0,1.0,,,,,,,,,
852,6339296,6816,0.11550279888678347,0.5,0.5,,,,,,,,,
853,6347816,6824,0.10473676688450616,0.875,0.875,,,,,,,,,
854,6354800,6832,0.08857931696228633,0.625,0.625,,,,,,,,,
855,6370168,6840,0.10039555802983147,0.625,0.625,,,,,,,,,
856,6379328,6848,0.10158667510246575,0.875,0.875,,,,,,,,,
857,6386824,6856,0.09615848880714647,0.875,0.875,,,,,,,,,
858,6394576,6864,0.08768874055258893,0.875,0.875,,,,,,,,,
859,6401624,6872,0.1312693166104061,1.0,1.0,,,,,,,,,
860,6406304,6880,0.11102764783716,0.625,0.625,,,,,,,,,
861,6411560,6888,0.12168610288108538,0.875,0.875,,,,,,,,,
862,6417136,6896,0.1232606854929829,0.625,0.625,,,,,,,,,
863,6422712,6904,0.11215805793608487,1.0,1.0,,,,,,,,,
864,6432448,6912,0.12872848770177217,0.75,0.75,,,,,,,,,
865,6438344,6920,0.11856283531465507,1.0,1.0,,,,,,,,,
866,6448912,6928,0.13504798397087112,1.0,1.0,,,,,,,,,
867,6456472,6936,0.16627063355541458,1.0,1.0,,,,,,,,,
868,6463392,6944,0.12692537449342595,0.875,0.875,,,,,,,,,
869,6469608,6952,0.10462707511874393,0.875,0.875,,,,,,,,,
870,6474096,6960,0.1315655047366239,0.625,0.625,,,,,,,,,
871,6482360,6968,0.12323455060466731,0.75,0.75,,,,,,,,,
872,6495360,6976,0.09829137434740376,0.75,0.75,,,,,,,,,
873,6504840,6984,0.1089150411398609,0.5,0.5,,,,,,,,,
874,6511376,6992,0.09924957302729263,0.75,0.75,0.14500212372743917,0.875,0.875,,,,,,
875,6515288,7000,0.11420502422911052,1.0,1.0,,,,,,,,,
876,6524256,7008,0.09903143534213754,0.875,0.875,,,,,,,,,
877,6532776,7016,0.09317712905434473,1.0,1.0,,,,,,,,,
878,6541104,7024,0.0973522271336018,0.75,0.75,,,,,,,,,
879,6551352,7032,0.10304784500630822,0.75,0.75,,,,,,,,,
880,6558400,7040,0.10409785658512201,0.875,0.875,,,,,,,,,
881,6564680,7048,0.11264208401606478,0.625,0.625,,,,,,,,,
882,6570512,7056,0.11022173479630427,0.625,0.625,,,,,,,,,
883,6580376,7064,0.07659078700862408,1.0,1.0,,,,,,,,,
884,6587872,7072,0.1052397500560388,0.875,0.875,,,,,,,,,
885,6595624,7080,0.13547704685076536,0.875,0.875,,,,,,,,,
886,6603056,7088,0.07555063000850987,1.0,1.0,,,,,,,,,
887,6614520,7096,0.09773584976043469,0.875,0.875,,,,,,,,,
888,6620864,7104,0.08667567933518737,0.75,0.75,,,,,,,,,
889,6629192,7112,0.13006453608464028,0.5,0.5,,,,,,,,,
890,6635216,7120,0.10723215398912431,1.0,1.0,,,,,,,,,
891,6642456,7128,0.10581829734505016,0.75,0.75,,,,,,,,,
892,6647584,7136,0.12756296441971213,0.875,0.875,,,,,,,,,
893,6656104,7144,0.12441706131494631,0.875,0.875,,,,,,,,,
894,6662384,7152,0.1596370846858129,0.75,0.75,,,,,,,,,
895,6674360,7160,0.07266909975098183,0.5,0.5,,,,,,,,,
896,6679040,7168,0.11713595933223975,1.0,1.0,,,,,,,,,
897,6685256,7176,0.12404771545379706,0.5,0.5,,,,,,,,,
898,6693456,7184,0.10189330574033786,0.75,0.75,,,,,,,,,
899,6699288,7192,0.0965296712289425,0.625,0.625,,,,,,,,,
900,6712992,7200,0.10709210477893381,0.5,0.5,,,,,,,,,
901,6720232,7208,0.12800311352070295,0.875,0.875,,,,,,,,,
902,6728880,7216,0.08963342695439012,0.875,0.875,,,,,,,,,
903,6735416,7224,0.11700098712415151,0.75,0.75,,,,,,,,,
904,6742080,7232,0.10818736487537275,0.875,0.875,,,,,,,,,
905,6752840,7240,0.11309843668201308,0.875,0.875,,,,,,,,,
906,6758480,7248,0.11984943738636579,0.875,0.875,,,,,,,,,
907,6771288,7256,0.08350955767227689,1.0,1.0,,,,,,,,,
908,6776672,7264,0.1413261636271006,0.625,0.625,,,,,,,,,
909,6784872,7272,0.1291036636281721,0.75,0.75,,,,,,,,,
910,6795952,7280,0.07104765322687756,0.875,0.875,,,,,,,,,
911,6804280,7288,0.11625727322584678,0.875,0.875,,,,,,,,,
912,6810816,7296,0.10439199377948166,0.75,0.75,,,,,,,,,
913,6821768,7304,0.08284118329217771,0.875,0.875,,,,,,,,,
914,6828112,7312,0.11072160107047166,0.875,0.875,,,,,,,,,
915,6837336,7320,0.12390019637538459,1.0,1.0,,,,,,,,,
916,6847200,7328,0.11241421706641089,0.875,0.875,,,,,,,,,
917,6853352,7336,0.1128352485393046,1.0,1.0,,,,,,,,,
918,6860400,7344,0.10974769231233077,0.75,0.75,,,,,,,,,
919,6866552,7352,0.12719072216820285,1.0,1.0,,,,,,,,,
920,6873408,7360,0.12121216645019774,0.625,0.625,,,,,,,,,
921,6880072,7368,0.0947676738097653,0.75,0.75,,,,,,,,,
922,6889232,7376,0.10462229614314625,0.875,0.875,,,,,,,,,
923,6894552,7384,0.15320665491146904,0.375,0.375,,,,,,,,,
924,6901344,7392,0.11895249052472315,0.75,0.75,,,,,,,,,
925,6917032,7400,0.09014547710909288,1.0,1.0,,,,,,,,,
926,6921520,7408,0.12773614080650444,1.0,1.0,,,,,,,,,
927,6927160,7416,0.1561823761019089,0.625,0.625,,,,,,,,,
928,6933824,7424,0.09805963770230083,0.875,0.875,,,,,,,,,
929,6941576,7432,0.1152458410467246,1.0,1.0,,,,,,,,,
930,6952144,7440,0.08419643678980941,0.75,0.75,,,,,,,,,
931,6957464,7448,0.0900706285747843,0.75,0.75,,,,,,,,,
932,6962848,7456,0.13934412812085797,0.75,0.75,,,,,,,,,
933,6971432,7464,0.09352769028218552,0.625,0.625,,,,,,,,,
934,6979184,7472,0.12224395172472098,0.75,0.75,,,,,,,,,
935,6989048,7480,0.12201501248759684,0.875,0.875,,,,,,,,,
936,6997440,7488,0.11163695674768422,0.625,0.625,,,,,,,,,
937,7006984,7496,0.09225956730460393,0.875,0.875,,,,,,,,,
938,7013008,7504,0.09143758439401774,0.75,0.75,,,,,,,,,
939,7020312,7512,0.08884257620569566,0.625,0.625,,,,,,,,,
940,7030368,7520,0.10433917158637239,0.875,0.875,,,,,,,,,
941,7035624,7528,0.10477273536794839,0.75,0.75,0.13964838956587178,0.875,0.875,,,,,,
942,7041392,7536,0.1074830060610072,1.0,1.0,,,,,,,,,
943,7050808,7544,0.1200792409045521,0.875,0.875,,,,,,,,,
944,7056896,7552,0.1565175012065622,0.5,0.5,,,,,,,,,
945,7062920,7560,0.155180553655623,0.75,0.75,,,,,,,,,
946,7069008,7568,0.14662908797632784,0.875,0.875,,,,,,,,,
947,7075416,7576,0.11070733010812978,0.625,0.625,,,,,,,,,
948,7081440,7584,0.13255448891234312,1.0,1.0,,,,,,,,,
949,7086952,7592,0.13525396227051342,1.0,1.0,,,,,,,,,
950,7097072,7600,0.07808073122032605,0.875,0.875,,,,,,,,,
951,7101880,7608,0.12279829201920671,0.875,0.875,,,,,,,,,
952,7106496,7616,0.15516012801960302,0.75,0.75,,,,,,,,,
953,7113352,7624,0.1219686993563953,0.625,0.625,,,,,,,,,
954,7121552,7632,0.09834311307040419,0.75,0.75,,,,,,,,,
955,7136472,7640,0.074628160879807,0.75,0.75,,,,,,,,,
956,7146592,7648,0.10535959334733791,0.75,0.75,,,,,,,,,
957,7153640,7656,0.1612719091072267,1.0,1.0,,,,,,,,,
958,7158768,7664,0.09616868036371468,0.875,0.875,,,,,,,,,
959,7164536,7672,0.12948440482509882,1.0,1.0,,,,,,,,,
960,7173632,7680,0.09965940112968716,0.75,0.75,,,,,,,,,
961,7178184,7688,0.12071499699450704,0.875,0.875,,,,,,,,,
962,7184272,7696,0.10412546496989085,1.0,1.0,,,,,,,,,
963,7189656,7704,0.14434497073676178,0.75,0.75,,,,,,,,,
964,7193568,7712,0.13316975548748874,0.625,0.625,,,,,,,,,
965,7199592,7720,0.13397118152653692,0.625,0.625,,,,,,,,,
966,7205104,7728,0.09690511370166706,0.75,0.75,,,,,,,,,
967,7213240,7736,0.10219807596072833,1.0,1.0,,,,,,,,,
968,7217792,7744,0.13317684984769826,0.75,0.75,,,,,,,,,
969,7224776,7752,0.11754232939251347,0.625,0.625,,,,,,,,,
970,7231056,7760,0.10466560730144041,0.75,0.75,,,,,,,,,
971,7242584,7768,0.09212545925637979,1.0,1.0,,,,,,,,,
972,7247712,7776,0.1266273834344986,0.75,0.75,,,,,,,,,
973,7256872,7784,0.09101452987477848,0.75,0.75,,,,,,,,,
974,7271728,7792,0.05829909508278183,1.0,1.0,,,,,,,,,
975,7278840,7800,0.1060946096567433,0.75,0.75,,,,,,,,,
976,7286656,7808,0.10781640440306033,0.875,0.875,,,,,,,,,
977,7300168,7816,0.06005292767567658,0.75,0.75,,,,,,,,,
978,7307472,7824,0.11734612613251623,0.875,0.875,,,,,,,,,
979,7314648,7832,0.1147688743363924,0.625,0.625,,,,,,,,,
980,7324000,7840,0.11018796710488789,0.75,0.75,,,,,,,,,
981,7330216,7848,0.1626806268745046,0.75,0.75,,,,,,,,,
982,7335472,7856,0.10894031622702859,0.875,0.875,,,,,,,,,
983,7342712,7864,0.12951551656167398,0.875,0.875,,,,,,,,,
984,7352448,7872,0.09007487450854187,0.75,0.75,,,,,,,,,
985,7358600,7880,0.10920423763570082,0.875,0.875,,,,,,,,,
986,7368464,7888,0.11303346128173876,0.75,0.75,,,,,,,,,
987,7377944,7896,0.07637648498000954,0.75,0.75,,,,,,,,,
988,7384672,7904,0.09250235153923425,1.0,1.0,,,,,,,,,
989,7391976,7912,0.11304174541388515,0.75,0.75,,,,,,,,,
990,7397104,7920,0.140490417900588,0.875,0.875,,,,,,,,,
991,7404664,7928,0.09173654008509936,1.0,1.0,,,,,,,,,
992,7416704,7936,0.10071304990235425,0.625,0.625,,,,,,,,,
993,7423112,7944,0.11037136060560805,0.875,0.875,,,,,,,,,
994,7432592,7952,0.099996543736534,1.0,1.0,,,,,,,,,
995,7441688,7960,0.09797756822874559,1.0,1.0,,,,,,,,,
996,7450016,7968,0.13540971908115312,0.75,0.75,,,,,,,,,
997,7456744,7976,0.14165203305375806,0.625,0.625,,,,,,,,,
998,7463664,7984,0.12692616133789453,0.875,0.875,,,,,,,,,
999,7469624,7992,0.12610584479841422,0.875,0.875,,,,,,,,,
1000,7476800,8000,0.14893707832820566,0.75,0.75,,,,,,,,,
1001,7483272,8008,0.12478331426947407,0.875,0.875,,,,,,,,,
1002,7490384,8016,0.14343993076093778,0.75,0.75,,,,,,,,,
1003,7495128,8024,0.13822646757370705,0.875,0.875,,,,,,,,,
1004,7501152,8032,0.11621250094592851,0.875,0.875,,,,,,,,,
1005,7511592,8040,0.11879890175851791,0.75,0.75,,,,,,,,,
1006,7516720,8048,0.12550057686430477,0.625,0.625,,,,,,,,,
1007,7523448,8056,0.12939398432624483,0.75,0.75,,,,,,,,,
1008,7529152,8064,0.13037328872098922,0.875,0.875,0.0880336860932211,1.0,1.0,,,,,,
1009,7534536,8072,0.14890791192020483,1.0,1.0,,,,,,,,,
1010,7541520,8080,0.11858978755138976,0.875,0.875,,,,,,,,,
1011,7552344,8088,0.1022679078195407,0.75,0.75,,,,,,,,,
1012,7563808,8096,0.09524340800885801,0.75,0.75,,,,,,,,,
1013,7570664,8104,0.16008886142936557,1.0,1.0,,,,,,,,,
1014,7579312,8112,0.15076879697690654,0.875,0.875,,,,,,,,,
1015,7584504,8120,0.12534805343173333,1.0,1.0,,,,,,,,,
1016,7592768,8128,0.1062590718357794,0.75,0.75,,,,,,,,,
1017,7598088,8136,0.12109059848492797,0.75,0.75,,,,,,,,,
1018,7607120,8144,0.11063396025434803,0.625,0.625,,,,,,,,,
1019,7613144,8152,0.14550514632139971,1.0,1.0,,,,,,,,,
1020,7620576,8160,0.10360465744626683,0.875,0.875,,,,,,,,,
1021,7628136,8168,0.12774687746437102,0.75,0.75,,,,,,,,,
1022,7633904,8176,0.1594283434432201,1.0,1.0,,,,,,,,,
1023,7638712,8184,0.12834805891927104,0.625,0.625,,,,,,,,,
1024,7643392,8192,0.13704872644536237,1.0,1.0,,,,,,,,,
1025,7649864,8200,0.12862156936936595,0.625,0.625,,,,,,,,,
1026,7655184,8208,0.1445204893715991,0.875,0.875,,,,,,,,,
1027,7661912,8216,0.12513393310148663,0.875,0.875,,,,,,,,,
1028,7672608,8224,0.08457941494471626,0.75,0.75,,,,,,,,,
1029,7679464,8232,0.12026585818254022,0.75,0.75,,,,,,,,,
1030,7687216,8240,0.09389197977473979,0.75,0.75,,,,,,,,,
1031,7694776,8248,0.11847333429657758,1.0,1.0,,,,,,,,,
1032,7703616,8256,0.13151757753652826,0.75,0.75,,,,,,,,,
1033,7710408,8264,0.17480559181044952,0.875,0.875,,,,,,,,,
1034,7716304,8272,0.14313086825426072,0.75,0.75,,,,,,,,,
1035,7722328,8280,0.1572517967163737,0.75,0.75,,,,,,,,,
1036,7729568,8288,0.08746732907457232,0.75,0.75,,,,,,,,,
1037,7735784,8296,0.10962454567913309,0.875,0.875,,,,,,,,,
1038,7745520,8304,0.10988012162167259,0.75,0.75,,,,,,,,,
1039,7751352,8312,0.14419449414451166,0.75,0.75,,,,,,,,,
1040,7762752,8320,0.11876714651027641,0.625,0.625,,,,,,,,,
1041,7770504,8328,0.08709515537949054,0.75,0.75,,,,,,,,,
1042,7777616,8336,0.15293378726760437,0.875,0.875,,,,,,,,,
1043,7783064,8344,0.12529260208598791,0.875,0.875,,,,,,,,,
1044,7787232,8352,0.1109875371237496,0.875,0.875,,,,,,,,,
1045,7795496,8360,0.0785750558238012,1.0,1.0,,,,,,,,,
1046,7801840,8368,0.1280887036807689,0.625,0.625,,,,,,,,,
1047,7808248,8376,0.09281880562000218,0.375,0.375,,,,,,,,,
1048,7817088,8384,0.07000437063406151,0.5,0.5,,,,,,,,,
1049,7821512,8392,0.14887430495516357,0.75,0.75,,,,,,,,,
1050,7827920,8400,0.15309612784492085,0.625,0.625,,,,,,,,,
1051,7833048,8408,0.14399634682108123,0.75,0.75,,,,,,,,,
1052,7839136,8416,0.10537980440313532,0.875,0.875,,,,,,,,,
1053,7844968,8424,0.11918139085906365,0.75,0.75,,,,,,,,,
1054,7851952,8432,0.09667494782573677,1.0,1.0,,,,,,,,,
1055,7860408,8440,0.13263589565714523,0.75,0.75,,,,,,,,,
1056,7866112,8448,0.11386858631936772,0.875,0.875,,,,,,,,,
1057,7873032,8456,0.161117085619724,0.75,0.75,,,,,,,,,
1058,7879504,8464,0.09041785901642405,0.75,0.75,,,,,,,,,
1059,7886168,8472,0.12198161320970996,1.0,1.0,,,,,,,,,
1060,7892256,8480,0.12598890778947086,0.75,0.75,,,,,,,,,
1061,7898344,8488,0.0941211074393421,0.75,0.75,,,,,,,,,
1062,7907312,8496,0.11425657466254276,0.875,0.875,,,,,,,,,
1063,7917176,8504,0.12562498483893011,0.75,0.75,,,,,,,,,
1064,7931072,8512,0.09024134438694613,0.75,0.75,,,,,,,,,
1065,7934728,8520,0.12700380249739543,0.875,0.875,,,,,,,,,
1066,7943248,8528,0.06603878190701042,0.75,0.75,,,,,,,,,
1067,7948696,8536,0.1398514540855928,0.5,0.5,,,,,,,,,
1068,7953248,8544,0.15355288649413204,0.875,0.875,,,,,,,,,
1069,7958184,8552,0.15543519008596976,1.0,1.0,,,,,,,,,
1070,7968560,8560,0.1146323097811679,1.0,1.0,,,,,,,,,
1071,7977656,8568,0.10006396421667695,1.0,1.0,,,,,,,,,
1072,7987904,8576,0.10272530138573344,0.875,0.875,,,,,,,,,
1073,7997704,8584,0.09610925034699687,0.375,0.375,,,,,,,,,
1074,8004560,8592,0.13244140201310795,0.75,0.75,,,,,,,,,
1075,8013720,8600,0.12166146001615528,1.0,1.0,0.04905899328551877,0.75,0.75,,,,,,
1076,8021088,8608,0.07268000185364393,0.875,0.875,,,,,,,,,
1077,8032744,8616,0.07646960231837495,0.875,0.875,,,,,,,,,
1078,8038704,8624,0.0934041365912736,0.625,0.625,,,,,,,,,
1079,8048760,8632,0.1363882445665096,0.75,0.75,,,,,,,,,
1080,8054912,8640,0.14677717572998852,0.875,0.875,,,,,,,,,
1081,8064392,8648,0.10271335662490312,0.75,0.75,,,,,,,,,
1082,8071184,8656,0.09399077791540054,0.75,0.75,,,,,,,,,
1083,8074584,8664,0.156870897446959,1.0,1.0,,,,,,,,,
1084,8081696,8672,0.12423943525289437,0.875,0.875,,,,,,,,,
1085,8090600,8680,0.09868764315627856,0.75,0.75,,,,,,,,,
1086,8096752,8688,0.09676498191168928,1.0,1.0,,,,,,,,,
1087,8103160,8696,0.11711215458811339,0.5,0.5,,,,,,,,,
1088,8111296,8704,0.09834049426207739,0.875,0.875,,,,,,,,,
1089,8121416,8712,0.09258431218497863,1.0,1.0,,,,,,,,,
1090,8134416,8720,0.0858916669616306,0.5,0.5,,,,,,,,,
1091,8140376,8728,0.09794367383088042,0.625,0.625,,,,,,,,,
1092,8147936,8736,0.1254722739563317,1.0,1.0,,,,,,,,,
1093,8153384,8744,0.11668852458688071,0.875,0.875,,,,,,,,,
1094,8162608,8752,0.11468828279900342,0.625,0.625,,,,,,,,,
1095,8168568,8760,0.08398487465049062,0.75,0.75,,,,,,,,,
1096,8175232,8768,0.11306472830097758,0.75,0.75,,,,,,,,,
1097,8182472,8776,0.0849584089022558,0.875,0.875,,,,,,,,,
1098,8194000,8784,0.10986440316428703,0.625,0.625,,,,,,,,,
1099,8199768,8792,0.0854348307207426,0.75,0.75,,,,,,,,,
1100,8209312,8800,0.09320351554895158,0.875,0.875,,,,,,,,,
1101,8215848,8808,0.12754255081128185,0.875,0.875,,,,,,,,,
1102,8223024,8816,0.10872019586357078,0.875,0.875,,,,,,,,,
1103,8229048,8824,0.15411628615581555,0.875,0.875,,,,,,,,,
1104,8234752,8832,0.1591158629380811,0.75,0.75,,,,,,,,,
1105,8242376,8840,0.11993502787918214,0.625,0.625,,,,,,,,,
1106,8247632,8848,0.14240753848587387,0.5,0.5,,,,,,,,,
1107,8251928,8856,0.13700121904551513,0.75,0.75,,,,,,,,,
1108,8262304,8864,0.09459218381511553,0.875,0.875,,,,,,,,,
1109,8266728,8872,0.12193656591165959,0.875,0.875,,,,,,,,,
1110,8272368,8880,0.14957206243669036,0.875,0.875,,,,,,,,,
1111,8278264,8888,0.12426937082985162,0.875,0.875,,,,,,,,,
1112,8284992,8896,0.09589995507419855,0.875,0.875,,,,,,,,,
1113,8291144,8904,0.11827528038115871,0.875,0.875,,,,,,,,,
1114,8296400,8912,0.1467832054010436,0.75,0.75,,,,,,,,,
1115,8300056,8920,0.13269317833717045,0.75,0.75,,,,,,,,,
1116,8309664,8928,0.12765798118291935,0.5,0.5,,,,,,,,,
1117,8314600,8936,0.12024604370033817,0.625,0.625,,,,,,,,,
1118,8320880,8944,0.11620021002856841,0.625,0.625,,,,,,,,,
1119,8327672,8952,0.11771922058014377,0.875,0.875,,,,,,,,,
1120,8331968,8960,0.16757267772310735,0.75,0.75,,,,,,,,,
1121,8339528,8968,0.10803785857661372,1.0,1.0,,,,,,,,,
1122,8347088,8976,0.11992186081840032,0.75,0.75,,,,,,,,,
1123,8354264,8984,0.1201517069839193,0.875,0.875,,,,,,,,,
1124,8362144,8992,0.13476513615107186,0.875,0.875,,,,,,,,,
1125,8371624,9000,0.08838242748991933,0.625,0.625,,,,,,,,,
1126,8376816,9008,0.10771689558080397,1.0,1.0,,,,,,,,,
1127,8384952,9016,0.09532461862969797,0.625,0.625,,,,,,,,,
1128,8390144,9024,0.10655530554033277,0.75,0.75,,,,,,,,,
1129,8396488,9032,0.13089221650640392,0.75,0.75,,,,,,,,,
1130,8405072,9040,0.11982115719955379,0.75,0.75,,,,,,,,,
1131,8410456,9048,0.13067177669854566,0.875,0.875,,,,,,,,,
1132,8419424,9056,0.11496676358335464,0.875,0.875,,,,,,,,,
1133,8425256,9064,0.13181120417288358,1.0,1.0,,,,,,,,,
1134,8436144,9072,0.10760032863668345,0.75,0.75,,,,,,,,,
1135,8445688,9080,0.10454113393958057,1.0,1.0,,,,,,,,,
1136,8453248,9088,0.09483594467758483,0.75,0.75,,,,,,,,,
1137,8464264,9096,0.09732199410875556,0.75,0.75,,,,,,,,,
1138,8472784,9104,0.12127786152094502,0.75,0.75,,,,,,,,,
1139,8480728,9112,0.07878068251014975,0.75,0.75,,,,,,,,,
1140,8487328,9120,0.10605666892432576,0.875,0.875,,,,,,,,,
1141,8493352,9128,0.1427938428735587,0.875,0.875,,,,,,,,,
1142,8501040,9136,0.07604922212366268,0.875,0.875,,,,,,,,,
1143,8509816,9144,0.08353300429820659,0.625,0.625,0.13673991509455066,0.75,0.75,,,,,,
1144,8516352,9152,0.10260290634356849,0.875,0.875,,,,,,,,,
1145,8522952,9160,0.10521542128389014,0.875,0.875,,,,,,,,,
1146,8533584,9168,0.11286647078772326,1.0,1.0,,,,,,,,,
1147,8541528,9176,0.08856269196219625,0.875,0.875,,,,,,,,,
1148,8551008,9184,0.10173287522502866,0.625,0.625,,,,,,,,,
1149,8560360,9192,0.11694642787916464,0.75,0.75,,,,,,,,,
1150,8567088,9200,0.09412004904401515,0.75,0.75,,,,,,,,,
1151,8572856,9208,0.14529503100210894,0.875,0.875,,,,,,,,,
1152,8584128,9216,0.06677799478910618,0.875,0.875,,,,,,,,,
1153,8589512,9224,0.15586148875756864,0.75,0.75,,,,,,,,,
1154,8597712,9232,0.09686485809146189,0.75,0.75,,,,,,,,,
1155,8603544,9240,0.11825910447581647,0.875,0.875,,,,,,,,,
1156,8610592,9248,0.09651587358279669,1.0,1.0,,,,,,,,,
1157,8615784,9256,0.10797477963507579,0.75,0.75,,,,,,,,,
1158,8627952,9264,0.10692498534155818,0.875,0.875,,,,,,,,,
1159,8634552,9272,0.12604146715085685,0.625,0.625,,,,,,,,,
1160,8647424,9280,0.09686809009830231,0.875,0.875,,,,,,,,,
1161,8654152,9288,0.13966858964816548,0.625,0.625,,,,,,,,,
1162,8660752,9296,0.09775992131425046,1.0,1.0,,,,,,,,,
1163,8668248,9304,0.12458276741565977,0.75,0.75,,,,,,,,,
1164,8673312,9312,0.11673461620677539,0.75,0.75,,,,,,,,,
1165,8683560,9320,0.08754887978434506,1.0,1.0,,,,,,,,,
1166,8689648,9328,0.0717050684903493,0.875,0.875,,,,,,,,,
1167,8699256,9336,0.11356930588151978,0.875,0.875,,,,,,,,,
1168,8710400,9344,0.10685925305522906,1.0,1.0,,,,,,,,,
1169,8716040,9352,0.159172876977371,0.875,0.875,,,,,,,,,
1170,8724496,9360,0.13028710994910697,1.0,1.0,,,,,,,,,
1171,8733400,9368,0.13350385038275484,0.875,0.875,,,,,,,,,
1172,8741472,9376,0.11129406982541099,0.5,0.5,,,,,,,,,
1173,8749096,9384,0.0895605888562485,0.875,0.875,,,,,,,,,
1174,8754160,9392,0.12370187290474882,0.875,0.875,,,,,,,,,
